X,Y,fid,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type,distance,angle,u_x,u_z
672350.053424535,5267927.5276581,1,New file 1,,,,,,,,,,,,618,88.3098593076812,,
672352.052554435,5267927.58664659,1,New file 1,,,,,,,,,,,,620,88.3098593076812,,
672353.768899876,5267926.69287856,1,New file 1,,,,,,,,,,,,622,124.752617274714,,
672353.708831957,5267924.83934123,1,New file 1,,,,,,,,,,,,624,189.792493018444,,
672352.533681942,5267923.33208418,1,New file 1,,,,,,,,,,,,626,228.287391588583,,
672351.040698393,5267922.00129489,1,New file 1,,,,,,,,,,,,628,228.287391588583,,
672349.500467017,5267920.73442436,1,New file 1,,,,,,,,,,,,630,238.770045417898,,
672347.790280386,5267919.6974761,1,New file 1,,,,,,,,,,,,632,238.770045417898,,
672346.080093754,5267918.66052785,1,New file 1,,,,,,,,,,,,634,238.770045417898,,
672344.369907123,5267917.62357959,1,New file 1,,,,,,,,,,,,636,238.770045417898,,
672342.760116586,5267916.44917471,1,New file 1,,,,,,,,,,,,638,228.942378493811,,
672341.252017766,5267915.13553932,1,New file 1,,,,,,,,,,,,640,228.942378493811,,
672339.817291398,5267913.75068317,1,New file 1,,,,,,,,,,,,642,219.35250381651,,
672338.549111945,5267912.20416422,1,New file 1,,,,,,,,,,,,644,219.35250381651,,
672337.280932493,5267910.65764526,1,New file 1,,,,,,,,,,,,646,219.35250381651,,
672335.985018835,5267909.1360031,1,New file 1,,,,,,,,,,,,648,224.42988984053,,
672334.584946898,5267907.70778793,1,New file 1,,,,,,,,,,,,650,224.42988984053,,
672333.184874961,5267906.27957276,1,New file 1,,,,,,,,,,,,652,224.42988984053,,
672331.784803023,5267904.85135759,1,New file 1,,,,,,,,,,,,654,224.42988984053,,
672330.384731086,5267903.42314242,1,New file 1,,,,,,,,,,,,656,224.42988984053,,
672328.984659149,5267901.99492725,1,New file 1,,,,,,,,,,,,658,224.42988984053,,
672327.584587212,5267900.56671208,1,New file 1,,,,,,,,,,,,660,224.42988984053,,
672326.184515274,5267899.13849691,1,New file 1,,,,,,,,,,,,662,224.42988984053,,
672324.784443337,5267897.71028174,1,New file 1,,,,,,,,,,,,664,224.42988984053,,
672323.307974196,5267896.3808945,1,New file 1,,,,,,,,,,,,666,240.159730613978,,
672321.573142298,5267895.38572703,1,New file 1,,,,,,,,,,,,668,240.159730613978,,
672319.838310399,5267894.39055957,1,New file 1,,,,,,,,,,,,670,240.159730613978,,
672318.230889721,5267893.24328416,1,New file 1,,,,,,,,,,,,672,219.938703938929,,
672316.946954294,5267891.70982082,1,New file 1,,,,,,,,,,,,674,219.938703938929,,
672315.663018866,5267890.17635748,1,New file 1,,,,,,,,,,,,676,219.938703938929,,
672314.379083439,5267888.64289414,1,New file 1,,,,,,,,,,,,678,219.938703938929,,
672313.095148011,5267887.1094308,1,New file 1,,,,,,,,,,,,680,219.938703938929,,
672311.581698267,5267885.84667252,1,New file 1,,,,,,,,,,,,682,239.476137749891,,
672309.858862849,5267884.83087819,1,New file 1,,,,,,,,,,,,684,239.476137749891,,
672308.136027432,5267883.81508385,1,New file 1,,,,,,,,,,,,686,239.476137749891,,
672306.413192014,5267882.79928952,1,New file 1,,,,,,,,,,,,688,239.476137749891,,
672304.690356597,5267881.78349519,1,New file 1,,,,,,,,,,,,690,239.476137749891,,
672302.967521179,5267880.76770086,1,New file 1,,,,,,,,,,,,692,239.476137749891,,
672301.244685762,5267879.75190653,1,New file 1,,,,,,,,,,,,694,239.476137749891,,
672299.691929056,5267878.56032971,1,New file 1,,,,,,,,,,,,696,212.413479344357,,
672299.095000356,5267876.93330585,1,New file 1,,,,,,,,,,,,698,132.864265859825,,
672300.686348124,5267875.92257922,1,New file 1,,,,,,,,,,,,700,86.5839937192755,,
672302.682794566,5267876.0417497,1,New file 1,,,,,,,,,,,,702,86.5839937192755,,
672304.679241008,5267876.16092019,1,New file 1,,,,,,,,,,,,704,86.5839937192755,,
672306.67568745,5267876.28009067,1,New file 1,,,,,,,,,,,,706,86.5839937192755,,
672308.672133892,5267876.39926116,1,New file 1,,,,,,,,,,,,708,86.5839937192755,,
672310.668580334,5267876.51843164,1,New file 1,,,,,,,,,,,,710,86.5839937192755,,
672312.561171697,5267877.08959108,1,New file 1,,,,,,,,,,,,712,67.5351304582979,,
672314.409399693,5267877.85382486,1,New file 1,,,,,,,,,,,,714,67.5351304582979,,
672316.257627689,5267878.61805864,1,New file 1,,,,,,,,,,,,716,67.5351304582979,,
672318.105855686,5267879.38229242,1,New file 1,,,,,,,,,,,,718,67.5351304582979,,
672320.001244208,5267879.92611689,1,New file 1,,,,,,,,,,,,720,88.3101733462236,,
672321.854926445,5267879.77451197,1,New file 1,,,,,,,,,,,,722,160.955018125139,,
672321.819127098,5267878.01684832,1,New file 1,,,,,,,,,,,,724,220.891992332861,,
672320.432282676,5267876.58636179,1,New file 1,,,,,,,,,,,,726,231.867666995292,,
672318.859109291,5267875.35140208,1,New file 1,,,,,,,,,,,,728,231.867666995292,,
672317.285935906,5267874.11644236,1,New file 1,,,,,,,,,,,,730,231.867666995292,,
672315.712762521,5267872.88148264,1,New file 1,,,,,,,,,,,,732,231.867666995292,,
672314.139589135,5267871.64652293,1,New file 1,,,,,,,,,,,,734,231.867666995292,,
672312.639055454,5267870.32848794,1,New file 1,,,,,,,,,,,,736,225.800465673448,,
672311.205222906,5267868.93416938,1,New file 1,,,,,,,,,,,,738,225.800465673448,,
672309.771390358,5267867.53985083,1,New file 1,,,,,,,,,,,,740,225.800465673448,,
672308.33755781,5267866.14553228,1,New file 1,,,,,,,,,,,,742,225.800465673448,,
672307.08187668,5267864.71740759,1,New file 1,,,,,,,,,,,,744,155.689002318583,,
672308.248055169,5267863.35360732,1,New file 1,,,,,,,,,,,,746,97.8369103352676,,
672310.229375581,5267863.08089974,1,New file 1,,,,,,,,,,,,748,97.8369103352676,,
672312.17323796,5267863.32048156,1,New file 1,,,,,,,,,,,,750,73.7991663231267,,
672314.093817212,5267863.87849172,1,New file 1,,,,,,,,,,,,752,73.7991663231267,,
672316.014396464,5267864.43650188,1,New file 1,,,,,,,,,,,,754,73.7991663231267,,
672317.934975717,5267864.99451204,1,New file 1,,,,,,,,,,,,756,73.7991663231267,,
672319.918700471,5267864.96494222,1,New file 1,,,,,,,,,,,,758,93.9330967454501,,
672321.905885996,5267864.91775903,1,New file 1,,,,,,,,,,,,760,75.7761670788136,,
672323.84457245,5267865.40918027,1,New file 1,,,,,,,,,,,,762,75.7761670788136,,
672325.783258905,5267865.90060151,1,New file 1,,,,,,,,,,,,764,75.7761670788136,,
672327.721945359,5267866.39202274,1,New file 1,,,,,,,,,,,,766,75.7761670788136,,
672329.622339979,5267866.21444687,1,New file 1,,,,,,,,,,,,768,110.775637896816,,
672329.847687375,5267865.01813056,1,New file 1,,,,,,,,,,,,770,216.240825376796,,
672328.665326362,5267863.40505201,1,New file 1,,,,,,,,,,,,772,216.240825376796,,
672327.482965348,5267861.79197345,1,New file 1,,,,,,,,,,,,774,216.240825376796,,
672326.300604334,5267860.17889489,1,New file 1,,,,,,,,,,,,776,216.240825376796,,
672324.72148104,5267858.98521145,1,New file 1,,,,,,,,,,,,778,236.936096021424,,
672323.045355857,5267857.89406327,1,New file 1,,,,,,,,,,,,780,236.936096021424,,
672321.369230674,5267856.80291508,1,New file 1,,,,,,,,,,,,782,236.936096021424,,
672319.693105491,5267855.71176689,1,New file 1,,,,,,,,,,,,784,236.936096021424,,
672318.016980308,5267854.6206187,1,New file 1,,,,,,,,,,,,786,236.936096021424,,
672316.340855125,5267853.52947051,1,New file 1,,,,,,,,,,,,788,236.936096021424,,
672314.664729942,5267852.43832232,1,New file 1,,,,,,,,,,,,790,236.936096021424,,
672315.081628615,5267850.56184508,1,New file 1,,,,,,,,,,,,792,123.284709367343,,
672316.809283516,5267849.59845689,1,New file 1,,,,,,,,,,,,794,101.82824641285,,
672318.766816426,5267849.18849969,1,New file 1,,,,,,,,,,,,796,101.82824641285,,
672320.744717688,5267849.0636945,1,New file 1,,,,,,,,,,,,798,86.3431280541569,,
672322.74064551,5267849.19125676,1,New file 1,,,,,,,,,,,,800,86.3431280541569,,
672324.736573331,5267849.31881903,1,New file 1,,,,,,,,,,,,802,86.3431280541569,,
672326.732501153,5267849.44638129,1,New file 1,,,,,,,,,,,,804,86.3431280541569,,
672328.728428974,5267849.57394356,1,New file 1,,,,,,,,,,,,806,86.3431280541569,,
672330.674065041,5267849.98957684,1,New file 1,,,,,,,,,,,,808,73.8509603988306,,
672332.595147936,5267850.54585061,1,New file 1,,,,,,,,,,,,810,73.8509603988306,,
672334.422346192,5267851.27305643,1,New file 1,,,,,,,,,,,,812,48.5933472543485,,
672335.922414748,5267852.59585435,1,New file 1,,,,,,,,,,,,814,48.5933472543485,,
672337.693659966,5267853.43336033,1,New file 1,,,,,,,,,,,,816,73.0145393797,,
672339.307948716,5267852.81399625,1,New file 1,,,,,,,,,,,,818,134.839525161708,,
672339.654399218,5267850.91385361,1,New file 1,,,,,,,,,,,,820,176.029039461785,,
672338.983853273,5267849.05139194,1,New file 1,,,,,,,,,,,,822,202.605477960369,,
672338.02980028,5267847.30153728,1,New file 1,,,,,,,,,,,,824,212.413297515777,,
672336.957754806,5267845.61313019,1,New file 1,,,,,,,,,,,,826,212.413297515777,,
672335.885709333,5267843.9247231,1,New file 1,,,,,,,,,,,,828,212.413297515777,,
672334.813663859,5267842.23631601,1,New file 1,,,,,,,,,,,,830,212.413297515777,,
672333.741618386,5267840.54790892,1,New file 1,,,,,,,,,,,,832,212.413297515777,,
672332.199263765,5267839.30542619,1,New file 1,,,,,,,,,,,,834,234.537663451494,,
672330.570269629,5267838.14509085,1,New file 1,,,,,,,,,,,,836,234.537663451494,,
672329.06469497,5267836.84514954,1,New file 1,,,,,,,,,,,,838,222.505377266116,,
672327.713376173,5267835.37072168,1,New file 1,,,,,,,,,,,,840,222.505377266116,,
672326.362057375,5267833.89629382,1,New file 1,,,,,,,,,,,,842,222.505377266116,,
672324.80104844,5267832.72220523,1,New file 1,,,,,,,,,,,,844,247.65086014978,,
672322.951280567,5267831.96170617,1,New file 1,,,,,,,,,,,,846,247.65086014978,,
672321.101512693,5267831.20120712,1,New file 1,,,,,,,,,,,,848,247.65086014978,,
672319.25174482,5267830.44070806,1,New file 1,,,,,,,,,,,,850,247.65086014978,,
672317.401976946,5267829.680209,1,New file 1,,,,,,,,,,,,852,247.65086014978,,
672315.552209073,5267828.91970995,1,New file 1,,,,,,,,,,,,854,247.65086014978,,
672314.089587016,5267827.61210417,1,New file 1,,,,,,,,,,,,856,221.780861489224,,
672314.69257975,5267825.77767066,1,New file 1,,,,,,,,,,,,858,109.661763021752,,
672316.575970349,5267825.10473689,1,New file 1,,,,,,,,,,,,860,109.661763021752,,
672318.538092955,5267824.82572332,1,New file 1,,,,,,,,,,,,862,92.9435479410415,,
672320.535454186,5267824.7230193,1,New file 1,,,,,,,,,,,,864,92.9435479410415,,
672322.532815416,5267824.62031529,1,New file 1,,,,,,,,,,,,866,92.9435479410415,,
672324.530176647,5267824.51761127,1,New file 1,,,,,,,,,,,,868,92.9435479410415,,
672326.527537877,5267824.41490726,1,New file 1,,,,,,,,,,,,870,92.9435479410415,,
672328.524899108,5267824.31220325,1,New file 1,,,,,,,,,,,,872,92.9435479410415,,
672330.50653706,5267824.44390536,1,New file 1,,,,,,,,,,,,874,79.3814819928981,,
672332.47228875,5267824.81244342,1,New file 1,,,,,,,,,,,,876,79.3814819928981,,
672334.438040439,5267825.18098147,1,New file 1,,,,,,,,,,,,878,79.3814819928981,,
672336.403792128,5267825.54951952,1,New file 1,,,,,,,,,,,,880,79.3814819928981,,
672338.27197474,5267826.25559093,1,New file 1,,,,,,,,,,,,882,68.3730570601211,,
672340.13118129,5267826.9927144,1,New file 1,,,,,,,,,,,,884,68.3730570601211,,
672341.899616915,5267827.91374327,1,New file 1,,,,,,,,,,,,886,59.0874460466248,,
672343.615521643,5267828.94120177,1,New file 1,,,,,,,,,,,,888,59.0874460466248,,
672345.331426372,5267829.96866026,1,New file 1,,,,,,,,,,,,890,59.0874460466248,,
672347.248384657,5267829.92265343,1,New file 1,,,,,,,,,,,,892,99.6960545544387,,
672347.734386111,5267828.16079838,1,New file 1,,,,,,,,,,,,894,235.443306931888,,
672346.087255436,5267827.02635555,1,New file 1,,,,,,,,,,,,896,235.443306931888,,
672344.440124762,5267825.89191272,1,New file 1,,,,,,,,,,,,898,235.443306931888,,
672342.846830878,5267824.69386849,1,New file 1,,,,,,,,,,,,900,224.062739752146,,
672341.455939594,5267823.25671108,1,New file 1,,,,,,,,,,,,902,224.062739752146,,
672340.06504831,5267821.81955366,1,New file 1,,,,,,,,,,,,904,224.062739752146,,
672338.674157026,5267820.38239625,1,New file 1,,,,,,,,,,,,906,224.062739752146,,
672337.283265743,5267818.94523883,1,New file 1,,,,,,,,,,,,908,224.062739752146,,
672335.970615235,5267817.44529387,1,New file 1,,,,,,,,,,,,910,213.430739737482,,
672334.868758106,5267815.77618906,1,New file 1,,,,,,,,,,,,912,213.430739737482,,
672333.766900976,5267814.10708425,1,New file 1,,,,,,,,,,,,914,213.430739737482,,
672332.665043847,5267812.43797944,1,New file 1,,,,,,,,,,,,916,213.430739737482,,
672331.563186717,5267810.76887463,1,New file 1,,,,,,,,,,,,918,213.430739737482,,
672330.461329588,5267809.09976982,1,New file 1,,,,,,,,,,,,920,213.430739737482,,
672329.359472458,5267807.43066501,1,New file 1,,,,,,,,,,,,922,213.430739737482,,
672328.257615329,5267805.7615602,1,New file 1,,,,,,,,,,,,924,213.430739737482,,
672327.155758199,5267804.09245539,1,New file 1,,,,,,,,,,,,926,213.430739737482,,
672326.05390107,5267802.42335058,1,New file 1,,,,,,,,,,,,928,213.430739737482,,
672324.95204394,5267800.75424577,1,New file 1,,,,,,,,,,,,930,213.430739737482,,
672324.088386333,5267798.95758405,1,New file 1,,,,,,,,,,,,932,202.907760828875,,
672323.309888887,5267797.11531867,1,New file 1,,,,,,,,,,,,934,202.907760828875,,
672322.531391441,5267795.27305329,1,New file 1,,,,,,,,,,,,936,202.907760828875,,
672321.752893995,5267793.43078791,1,New file 1,,,,,,,,,,,,938,202.907760828875,,
672321.103649273,5267791.54656206,1,New file 1,,,,,,,,,,,,940,193.06313985969,,
672320.651599929,5267789.5983189,1,New file 1,,,,,,,,,,,,942,193.06313985969,,
672320.199550585,5267787.65007575,1,New file 1,,,,,,,,,,,,944,193.06313985969,,
672319.747501242,5267785.70183259,1,New file 1,,,,,,,,,,,,946,193.06313985969,,
672319.295451898,5267783.75358944,1,New file 1,,,,,,,,,,,,948,193.06313985969,,
672318.892425223,5267781.79682862,1,New file 1,,,,,,,,,,,,950,186.650272240299,,
672318.660807809,5267779.81028555,1,New file 1,,,,,,,,,,,,952,186.650272240299,,
672318.429190394,5267777.82374248,1,New file 1,,,,,,,,,,,,954,186.650272240299,,
672318.197572979,5267775.83719941,1,New file 1,,,,,,,,,,,,956,186.650272240299,,
672317.965955564,5267773.85065634,1,New file 1,,,,,,,,,,,,958,186.650272240299,,
672317.734338149,5267771.86411327,1,New file 1,,,,,,,,,,,,960,186.650272240299,,
672317.753716458,5267769.86885257,1,New file 1,,,,,,,,,,,,962,177.328142712379,,
672317.846948073,5267767.87102679,1,New file 1,,,,,,,,,,,,964,177.328142712379,,
672317.940179688,5267765.873201,1,New file 1,,,,,,,,,,,,966,177.328142712379,,
672318.033411302,5267763.87537522,1,New file 1,,,,,,,,,,,,968,177.328142712379,,
672318.019930624,5267761.88006382,1,New file 1,,,,,,,,,,,,970,185.371400469179,,
672317.832707902,5267759.88884619,1,New file 1,,,,,,,,,,,,972,185.371400469179,,
672317.64548518,5267757.89762856,1,New file 1,,,,,,,,,,,,974,185.371400469179,,
672317.458262459,5267755.90641093,1,New file 1,,,,,,,,,,,,976,185.371400469179,,
672317.271039737,5267753.9151933,1,New file 1,,,,,,,,,,,,978,185.371400469179,,
672317.345238589,5267751.92119267,1,New file 1,,,,,,,,,,,,980,175.848453112638,,
672317.49002814,5267749.92644056,1,New file 1,,,,,,,,,,,,982,175.848453112638,,
672317.634817692,5267747.93168845,1,New file 1,,,,,,,,,,,,984,175.848453112638,,
672318.068701576,5267746.04200094,1,New file 1,,,,,,,,,,,,986,144.20655473896,,
672319.238431344,5267744.41973947,1,New file 1,,,,,,,,,,,,988,144.20655473896,,
672321.046438291,5267743.79328278,1,New file 1,,,,,,,,,,,,990,101.110440809,,
672322.916239798,5267743.86070812,1,New file 1,,,,,,,,,,,,992,55.7474529038224,,
672324.569369255,5267744.98639147,1,New file 1,,,,,,,,,,,,994,55.7474529038224,,
672326.222498712,5267746.11207482,1,New file 1,,,,,,,,,,,,996,55.7474529038224,,
672327.87562817,5267747.23775816,1,New file 1,,,,,,,,,,,,998,55.7474529038224,,
672328.884336103,5267748.96354338,1,New file 1,,,,,,,,,,,,1000,30.1734648941436,,
672329.889575354,5267750.69255872,1,New file 1,,,,,,,,,,,,1002,30.1734648941436,,
672330.894814605,5267752.42157406,1,New file 1,,,,,,,,,,,,1004,30.1734648941436,,
672331.900053856,5267754.1505894,1,New file 1,,,,,,,,,,,,1006,30.1734648941436,,
672332.905293107,5267755.87960474,1,New file 1,,,,,,,,,,,,1008,30.1734648941436,,
672333.910532358,5267757.60862008,1,New file 1,,,,,,,,,,,,1010,30.1734648941436,,
672334.915771609,5267759.33763542,1,New file 1,,,,,,,,,,,,1012,30.1734648941436,,
672335.92101086,5267761.06665076,1,New file 1,,,,,,,,,,,,1014,30.1734648941436,,
672336.94708771,5267762.78277663,1,New file 1,,,,,,,,,,,,1016,33.3057663646417,,
672338.045301575,5267764.45428083,1,New file 1,,,,,,,,,,,,1018,33.3057663646417,,
672339.14351544,5267766.12578504,1,New file 1,,,,,,,,,,,,1020,33.3057663646417,,
672340.241729306,5267767.79728924,1,New file 1,,,,,,,,,,,,1022,33.3057663646417,,
672341.339943171,5267769.46879345,1,New file 1,,,,,,,,,,,,1024,33.3057663646417,,
672342.438157036,5267771.14029765,1,New file 1,,,,,,,,,,,,1026,33.3057663646417,,
672343.536370901,5267772.81180186,1,New file 1,,,,,,,,,,,,1028,33.3057663646417,,
672344.634584766,5267774.48330606,1,New file 1,,,,,,,,,,,,1030,33.3057663646417,,
672345.776232331,5267776.12220565,1,New file 1,,,,,,,,,,,,1032,40.4835464176505,,
672347.074691644,5267777.64339053,1,New file 1,,,,,,,,,,,,1034,40.4835464176505,,
672348.373150957,5267779.1645754,1,New file 1,,,,,,,,,,,,1036,40.4835464176505,,
672349.671610269,5267780.68576027,1,New file 1,,,,,,,,,,,,1038,40.4835464176505,,
672350.970069582,5267782.20694514,1,New file 1,,,,,,,,,,,,1040,40.4835464176505,,
672352.268528895,5267783.72813001,1,New file 1,,,,,,,,,,,,1042,40.4835464176505,,
672353.692680843,5267785.1268335,1,New file 1,,,,,,,,,,,,1044,48.0337769437128,,
672355.179759166,5267786.46421828,1,New file 1,,,,,,,,,,,,1046,48.0337769437128,,
672356.666837488,5267787.80160307,1,New file 1,,,,,,,,,,,,1048,48.0337769437128,,
672358.153915811,5267789.13898785,1,New file 1,,,,,,,,,,,,1050,48.0337769437128,,
672359.640994134,5267790.47637264,1,New file 1,,,,,,,,,,,,1052,48.0337769437128,,
672361.128072457,5267791.81375742,1,New file 1,,,,,,,,,,,,1054,48.0337769437128,,
672362.61515078,5267793.15114221,1,New file 1,,,,,,,,,,,,1056,48.0337769437128,,
672364.102229103,5267794.48852699,1,New file 1,,,,,,,,,,,,1058,48.0337769437128,,
672365.589307426,5267795.82591178,1,New file 1,,,,,,,,,,,,1060,48.0337769437128,,
672367.076026591,5267797.16369575,1,New file 1,,,,,,,,,,,,1062,48.0096517797663,,
672368.562541659,5267798.50170657,1,New file 1,,,,,,,,,,,,1064,48.0096517797663,,
672370.049056726,5267799.83971739,1,New file 1,,,,,,,,,,,,1066,48.0096517797663,,
672371.535571793,5267801.17772821,1,New file 1,,,,,,,,,,,,1068,48.0096517797663,,
672373.02208686,5267802.51573903,1,New file 1,,,,,,,,,,,,1070,48.0096517797663,,
672374.347458346,5267804.00484542,1,New file 1,,,,,,,,,,,,1072,38.3040086457231,,
672375.587126219,5267805.57431144,1,New file 1,,,,,,,,,,,,1074,38.3040086457231,,
672376.826794092,5267807.14377745,1,New file 1,,,,,,,,,,,,1076,38.3040086457231,,
672378.066461965,5267808.71324346,1,New file 1,,,,,,,,,,,,1078,38.3040086457231,,
672379.306129838,5267810.28270947,1,New file 1,,,,,,,,,,,,1080,38.3040086457231,,
672380.54579771,5267811.85217549,1,New file 1,,,,,,,,,,,,1082,38.3040086457231,,
672381.785465583,5267813.4216415,1,New file 1,,,,,,,,,,,,1084,38.3040086457231,,
672383.025133456,5267814.99110751,1,New file 1,,,,,,,,,,,,1086,38.3040086457231,,
672384.185896734,5267816.61633969,1,New file 1,,,,,,,,,,,,1088,32.1978413185196,,
672385.251585523,5267818.30876617,1,New file 1,,,,,,,,,,,,1090,32.1978413185196,,
672386.317274312,5267820.00119266,1,New file 1,,,,,,,,,,,,1092,32.1978413185196,,
672387.382963101,5267821.69361914,1,New file 1,,,,,,,,,,,,1094,32.1978413185196,,
672388.44865189,5267823.38604563,1,New file 1,,,,,,,,,,,,1096,32.1978413185196,,
672389.514340679,5267825.07847211,1,New file 1,,,,,,,,,,,,1098,32.1978413185196,,
672390.580029468,5267826.7708986,1,New file 1,,,,,,,,,,,,1100,32.1978413185196,,
672391.645718256,5267828.46332508,1,New file 1,,,,,,,,,,,,1102,32.1978413185196,,
672392.740382621,5267830.1350042,1,New file 1,,,,,,,,,,,,1104,39.0097290437163,,
672393.999287309,5267831.68908237,1,New file 1,,,,,,,,,,,,1106,39.0097290437163,,
672395.258191998,5267833.24316055,1,New file 1,,,,,,,,,,,,1108,39.0097290437163,,
672396.517096687,5267834.79723873,1,New file 1,,,,,,,,,,,,1110,39.0097290437163,,
672397.776001375,5267836.35131691,1,New file 1,,,,,,,,,,,,1112,39.0097290437163,,
672399.034906064,5267837.90539509,1,New file 1,,,,,,,,,,,,1114,39.0097290437163,,
672400.293810753,5267839.45947327,1,New file 1,,,,,,,,,,,,1116,39.0097290437163,,
672401.552715441,5267841.01355144,1,New file 1,,,,,,,,,,,,1118,39.0097290437163,,
672402.81881661,5267842.5570231,1,New file 1,,,,,,,,,,,,1120,72.6768261650573,,
672404.7280975,5267843.15254513,1,New file 1,,,,,,,,,,,,1122,72.6768261650573,,
672406.637378391,5267843.74806715,1,New file 1,,,,,,,,,,,,1124,72.6768261650573,,
672408.546659281,5267844.34358917,1,New file 1,,,,,,,,,,,,1126,72.6768261650573,,
672410.48269803,5267844.77933143,1,New file 1,,,,,,,,,,,,1128,88.3092943333733,,
672412.481827349,5267844.83833962,1,New file 1,,,,,,,,,,,,1130,88.3092943333733,,
672414.480956668,5267844.89734782,1,New file 1,,,,,,,,,,,,1132,88.3092943333733,,
672416.410929077,5267844.38466258,1,New file 1,,,,,,,,,,,,1134,105.485648772365,,
672418.119308346,5267843.54680672,1,New file 1,,,,,,,,,,,,1136,146.080447300546,,
672419.235364997,5267841.88716291,1,New file 1,,,,,,,,,,,,1138,146.080447300546,,
672420.491805953,5267840.35079185,1,New file 1,,,,,,,,,,,,1140,131.346223888708,,
672421.993268806,5267839.02957677,1,New file 1,,,,,,,,,,,,1142,131.346223888708,,
672423.49473166,5267837.70836169,1,New file 1,,,,,,,,,,,,1144,131.346223888708,,
672424.996194513,5267836.3871466,1,New file 1,,,,,,,,,,,,1146,131.346223888708,,
672426.497657367,5267835.06593152,1,New file 1,,,,,,,,,,,,1148,131.346223888708,,
672427.999120221,5267833.74471643,1,New file 1,,,,,,,,,,,,1150,131.346223888708,,
672429.500583074,5267832.42350135,1,New file 1,,,,,,,,,,,,1152,131.346223888708,,
672431.002045928,5267831.10228626,1,New file 1,,,,,,,,,,,,1154,131.346223888708,,
672432.431513624,5267829.70946969,1,New file 1,,,,,,,,,,,,1156,138.967928051415,,
672433.74447639,5267828.20078524,1,New file 1,,,,,,,,,,,,1158,138.967928051415,,
672435.057439157,5267826.69210079,1,New file 1,,,,,,,,,,,,1160,138.967928051415,,
672435.491702143,5267824.86399574,1,New file 1,,,,,,,,,,,,1162,181.078137009599,,
672433.767610577,5267824.89305841,1,New file 1,,,,,,,,,,,,1164,279.44856052633,,
672431.812487618,5267825.28380026,1,New file 1,,,,,,,,,,,,1166,292.289707422807,,
672429.961931881,5267826.04238016,1,New file 1,,,,,,,,,,,,1168,292.289707422807,,
672428.111376143,5267826.80096005,1,New file 1,,,,,,,,,,,,1170,292.289707422807,,
672426.260820406,5267827.55953995,1,New file 1,,,,,,,,,,,,1172,292.289707422807,,
672424.410264669,5267828.31811985,1,New file 1,,,,,,,,,,,,1174,292.289707422807,,
672422.559708931,5267829.07669975,1,New file 1,,,,,,,,,,,,1176,292.289707422807,,
672420.709153194,5267829.83527965,1,New file 1,,,,,,,,,,,,1178,292.289707422807,,
672418.819976749,5267830.45487134,1,New file 1,,,,,,,,,,,,1180,278.768367161646,,
672416.843351361,5267830.75975177,1,New file 1,,,,,,,,,,,,1182,278.768367161646,,
672415.042102782,5267830.36048564,1,New file 1,,,,,,,,,,,,1184,233.260231585793,,
672413.439381491,5267829.16412262,1,New file 1,,,,,,,,,,,,1186,233.260231585793,,
672412.430801177,5267827.53201479,1,New file 1,,,,,,,,,,,,1188,199.252640679162,,
672411.771332864,5267825.64386714,1,New file 1,,,,,,,,,,,,1190,199.252640679162,,
672411.11186455,5267823.75571949,1,New file 1,,,,,,,,,,,,1192,199.252640679162,,
672410.452396237,5267821.86757184,1,New file 1,,,,,,,,,,,,1194,199.252640679162,,
672409.792927924,5267819.97942419,1,New file 1,,,,,,,,,,,,1196,199.252640679162,,
672409.133459611,5267818.09127655,1,New file 1,,,,,,,,,,,,1198,199.252640679162,,
672408.473991298,5267816.2031289,1,New file 1,,,,,,,,,,,,1200,199.252640679162,,
672408.001131922,5267814.26248223,1,New file 1,,,,,,,,,,,,1202,192.173312829281,,
672407.579392894,5267812.3074538,1,New file 1,,,,,,,,,,,,1204,192.173312829281,,
672407.157653867,5267810.35242536,1,New file 1,,,,,,,,,,,,1206,192.173312829281,,
672406.735914839,5267808.39739692,1,New file 1,,,,,,,,,,,,1208,192.173312829281,,
672406.314175812,5267806.44236848,1,New file 1,,,,,,,,,,,,1210,192.173312829281,,
672405.892436784,5267804.48734005,1,New file 1,,,,,,,,,,,,1212,192.173312829281,,
672405.586983672,5267802.51262885,1,New file 1,,,,,,,,,,,,1214,187.040542510288,,
672405.341840395,5267800.52770952,1,New file 1,,,,,,,,,,,,1216,187.040542510288,,
672405.096697117,5267798.54279018,1,New file 1,,,,,,,,,,,,1218,187.040542510288,,
672404.85155384,5267796.55787084,1,New file 1,,,,,,,,,,,,1220,187.040542510288,,
672404.606410562,5267794.57295151,1,New file 1,,,,,,,,,,,,1222,187.040542510288,,
672404.420601564,5267792.58508023,1,New file 1,,,,,,,,,,,,1224,178.655800602642,,
672404.467518671,5267790.58563061,1,New file 1,,,,,,,,,,,,1226,178.655800602642,,
672404.514435777,5267788.58618099,1,New file 1,,,,,,,,,,,,1228,178.655800602642,,
672404.561352883,5267786.58673137,1,New file 1,,,,,,,,,,,,1230,178.655800602642,,
672404.60826999,5267784.58728175,1,New file 1,,,,,,,,,,,,1232,178.655800602642,,
672404.655187096,5267782.58783213,1,New file 1,,,,,,,,,,,,1234,178.655800602642,,
672404.702104203,5267780.58838251,1,New file 1,,,,,,,,,,,,1236,178.655800602642,,
672404.50422424,5267778.59854908,1,New file 1,,,,,,,,,,,,1238,185.843307299554,,
