fid,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type,distance,angle,u_x,u_z
1,New file 1,,,,,,,,,,,,772,216.240825376796,,
1,New file 1,,,,,,,,,,,,774,216.240825376796,,
1,New file 1,,,,,,,,,,,,776,216.240825376796,,
1,New file 1,,,,,,,,,,,,778,236.936096021424,,
1,New file 1,,,,,,,,,,,,780,236.936096021424,,
1,New file 1,,,,,,,,,,,,782,236.936096021424,,
1,New file 1,,,,,,,,,,,,784,236.936096021424,,
1,New file 1,,,,,,,,,,,,786,236.936096021424,,
1,New file 1,,,,,,,,,,,,788,236.936096021424,,
1,New file 1,,,,,,,,,,,,790,236.936096021424,,
1,New file 1,,,,,,,,,,,,792,123.284709367343,,
1,New file 1,,,,,,,,,,,,794,101.82824641285,,
1,New file 1,,,,,,,,,,,,796,101.82824641285,,
1,New file 1,,,,,,,,,,,,798,86.3431280541569,,
1,New file 1,,,,,,,,,,,,800,86.3431280541569,,
1,New file 1,,,,,,,,,,,,802,86.3431280541569,,
1,New file 1,,,,,,,,,,,,804,86.3431280541569,,
1,New file 1,,,,,,,,,,,,806,86.3431280541569,,
1,New file 1,,,,,,,,,,,,808,73.8509603988306,,
1,New file 1,,,,,,,,,,,,810,73.8509603988306,,
1,New file 1,,,,,,,,,,,,812,48.5933472543485,,
1,New file 1,,,,,,,,,,,,814,48.5933472543485,,
1,New file 1,,,,,,,,,,,,816,73.0145393797,,
1,New file 1,,,,,,,,,,,,818,134.839525161708,,
1,New file 1,,,,,,,,,,,,820,176.029039461785,,
1,New file 1,,,,,,,,,,,,822,202.605477960369,,
1,New file 1,,,,,,,,,,,,824,212.413297515777,,
1,New file 1,,,,,,,,,,,,826,212.413297515777,,
1,New file 1,,,,,,,,,,,,828,212.413297515777,,
1,New file 1,,,,,,,,,,,,830,212.413297515777,,
1,New file 1,,,,,,,,,,,,832,212.413297515777,,
1,New file 1,,,,,,,,,,,,834,234.537663451494,,
1,New file 1,,,,,,,,,,,,836,234.537663451494,,
1,New file 1,,,,,,,,,,,,838,222.505377266116,,
1,New file 1,,,,,,,,,,,,840,222.505377266116,,
1,New file 1,,,,,,,,,,,,842,222.505377266116,,
1,New file 1,,,,,,,,,,,,844,247.65086014978,,
1,New file 1,,,,,,,,,,,,846,247.65086014978,,
1,New file 1,,,,,,,,,,,,848,247.65086014978,,
1,New file 1,,,,,,,,,,,,850,247.65086014978,,
1,New file 1,,,,,,,,,,,,852,247.65086014978,,
1,New file 1,,,,,,,,,,,,854,247.65086014978,,
1,New file 1,,,,,,,,,,,,856,221.780861489224,,
1,New file 1,,,,,,,,,,,,858,109.661763021752,,
1,New file 1,,,,,,,,,,,,860,109.661763021752,,
1,New file 1,,,,,,,,,,,,862,92.9435479410415,,
1,New file 1,,,,,,,,,,,,864,92.9435479410415,,
1,New file 1,,,,,,,,,,,,866,92.9435479410415,,
1,New file 1,,,,,,,,,,,,868,92.9435479410415,,
1,New file 1,,,,,,,,,,,,870,92.9435479410415,,
1,New file 1,,,,,,,,,,,,872,92.9435479410415,,
1,New file 1,,,,,,,,,,,,874,79.3814819928981,,
1,New file 1,,,,,,,,,,,,876,79.3814819928981,,
1,New file 1,,,,,,,,,,,,878,79.3814819928981,,
1,New file 1,,,,,,,,,,,,880,79.3814819928981,,
1,New file 1,,,,,,,,,,,,882,68.3730570601211,,
1,New file 1,,,,,,,,,,,,884,68.3730570601211,,
1,New file 1,,,,,,,,,,,,886,59.0874460466248,,
1,New file 1,,,,,,,,,,,,888,59.0874460466248,,
1,New file 1,,,,,,,,,,,,890,59.0874460466248,,
1,New file 1,,,,,,,,,,,,892,99.6960545544387,,
1,New file 1,,,,,,,,,,,,894,235.443306931888,,
1,New file 1,,,,,,,,,,,,896,235.443306931888,,
1,New file 1,,,,,,,,,,,,898,235.443306931888,,
1,New file 1,,,,,,,,,,,,900,224.062739752146,,
1,New file 1,,,,,,,,,,,,902,224.062739752146,,
1,New file 1,,,,,,,,,,,,904,224.062739752146,,
1,New file 1,,,,,,,,,,,,906,224.062739752146,,
1,New file 1,,,,,,,,,,,,908,224.062739752146,,
1,New file 1,,,,,,,,,,,,910,213.430739737482,,
1,New file 1,,,,,,,,,,,,912,213.430739737482,,
1,New file 1,,,,,,,,,,,,914,213.430739737482,,
1,New file 1,,,,,,,,,,,,916,213.430739737482,,
1,New file 1,,,,,,,,,,,,918,213.430739737482,,
1,New file 1,,,,,,,,,,,,920,213.430739737482,,
1,New file 1,,,,,,,,,,,,922,213.430739737482,,
1,New file 1,,,,,,,,,,,,924,213.430739737482,,
1,New file 1,,,,,,,,,,,,926,213.430739737482,,
1,New file 1,,,,,,,,,,,,928,213.430739737482,,
