fid,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type,distance,angle,x,y,u_x,u_z
1,New file 1,,,,,,,,,,,,850,247.65086014978,672319.2517448198,5267830.4407080598,2702.25174481981,706.559291940182
1,New file 1,,,,,,,,,,,,852,247.65086014978,672317.4019769464,5267829.6802090034,2700.40197694628,707.319790996611
1,New file 1,,,,,,,,,,,,854,247.65086014978,672315.5522090730,5267828.9197099479,2698.55220907286,708.080290052108
1,New file 1,,,,,,,,,,,,856,221.780861489224,672314.0895870160,5267827.6121041719,2697.08958701591,709.387895828113
1,New file 1,,,,,,,,,,,,858,109.661763021752,672314.6925797504,5267825.7776706582,2697.69257975032,711.222329341806
1,New file 1,,,,,,,,,,,,860,109.661763021752,672316.5759703493,5267825.1047368925,2699.57597034913,711.895263107494
1,New file 1,,,,,,,,,,,,862,92.9435479410415,672318.5380929550,5267824.8257233165,2701.53809295502,712.17427668348
1,New file 1,,,,,,,,,,,,864,92.9435479410415,672320.5354541858,5267824.7230193028,2703.53545418568,712.276980697177
1,New file 1,,,,,,,,,,,,866,92.9435479410415,672322.5328154162,5267824.6203152882,2705.53281541623,712.379684711806
1,New file 1,,,,,,,,,,,,868,92.9435479410415,672324.5301766470,5267824.5176112745,2707.53017664689,712.482388725504
1,New file 1,,,,,,,,,,,,870,92.9435479410415,672326.5275378774,5267824.4149072608,2709.52753787744,712.585092739202
1,New file 1,,,,,,,,,,,,872,92.9435479410415,672328.5248991082,5267824.3122032471,2711.5248991081,712.6877967529
1,New file 1,,,,,,,,,,,,874,79.3814819928981,672330.5065370603,5267824.4439053638,2713.50653706014,712.556094636209
1,New file 1,,,,,,,,,,,,876,79.3814819928981,672332.4722887496,5267824.8124434156,2715.47228874953,712.187556584366
1,New file 1,,,,,,,,,,,,878,79.3814819928981,672334.4380404390,5267825.1809814675,2717.43804043892,711.819018532522
1,New file 1,,,,,,,,,,,,880,79.3814819928981,672336.4037921284,5267825.5495195193,2719.40379212832,711.450480480678
1,New file 1,,,,,,,,,,,,882,68.3730570601211,672338.2719747400,5267826.2555909315,2721.27197473997,710.744409068488
1,New file 1,,,,,,,,,,,,884,68.3730570601211,672340.1311812903,5267826.9927143976,2723.13118129014,710.007285602391
1,New file 1,,,,,,,,,,,,886,59.0874460466248,672341.8996169148,5267827.9137432678,2724.89961691468,709.086256732233
1,New file 1,,,,,,,,,,,,888,59.0874460466248,672343.6155216432,5267828.9412017651,2726.61552164319,708.05879823491
1,New file 1,,,,,,,,,,,,890,59.0874460466248,672345.3314263716,5267829.9686602615,2728.33142637159,707.031339738518
1,New file 1,,,,,,,,,,,,892,99.6960545544387,672347.2483846566,5267829.9226534255,2730.24838465662,707.077346574515
1,New file 1,,,,,,,,,,,,894,235.443306931888,672347.7343861108,5267828.1607983811,2730.73438611068,708.839201618917
1,New file 1,,,,,,,,,,,,896,235.443306931888,672346.0872554362,5267827.0263555488,2729.08725543623,709.973644451238
1,New file 1,,,,,,,,,,,,898,235.443306931888,672344.4401247618,5267825.8919127155,2727.44012476178,711.10808728449
1,New file 1,,,,,,,,,,,,900,224.062739752146,672342.8468308778,5267824.6938684918,2725.84683087771,712.306131508201
1,New file 1,,,,,,,,,,,,902,224.062739752146,672341.4559395940,5267823.2567110769,2724.45593959396,713.743288923055
1,New file 1,,,,,,,,,,,,904,224.062739752146,672340.0650483102,5267821.8195536612,2723.06504831021,715.18044633884
1,New file 1,,,,,,,,,,,,906,224.062739752146,672338.6741570266,5267820.3823962454,2721.67415702646,716.617603754625
1,New file 1,,,,,,,,,,,,908,224.062739752146,672337.2832657428,5267818.9452388305,2720.28326574271,718.054761169478
1,New file 1,,,,,,,,,,,,910,213.430739737482,672335.9706152354,5267817.4452938726,2718.97061523527,719.554706127383
1,New file 1,,,,,,,,,,,,912,213.430739737482,672334.8687581058,5267815.7761890627,2717.86875810567,721.223810937256
1,New file 1,,,,,,,,,,,,914,213.430739737482,672333.7669009762,5267814.1070842529,2716.76690097619,722.892915747128
1,New file 1,,,,,,,,,,,,916,213.430739737482,672332.6650438468,5267812.4379794430,2715.6650438467,724.562020557001
1,New file 1,,,,,,,,,,,,918,213.430739737482,672331.5631867172,5267810.7688746331,2714.56318671722,726.231125366874
1,New file 1,,,,,,,,,,,,920,213.430739737482,672330.4613295876,5267809.0997698233,2713.46132958762,727.900230176747
1,New file 1,,,,,,,,,,,,922,213.430739737482,672329.3594724583,5267807.4306650134,2712.35947245813,729.56933498662
1,New file 1,,,,,,,,,,,,924,213.430739737482,672328.2576153286,5267805.7615602035,2711.25761532865,731.238439796492
1,New file 1,,,,,,,,,,,,926,213.430739737482,672327.1557581992,5267804.0924553936,2710.15575819917,732.907544606365
1,New file 1,,,,,,,,,,,,928,213.430739737482,672326.0539010698,5267802.4233505847,2709.05390106968,734.576649415307
1,New file 1,,,,,,,,,,,,930,213.430739737482,672324.9520439402,5267800.7542457748,2707.95204394008,736.24575422518
1,New file 1,,,,,,,,,,,,932,202.907760828875,672324.0883863328,5267798.9575840458,2707.08838633273,738.042415954173
1,New file 1,,,,,,,,,,,,934,202.907760828875,672323.3098888868,5267797.1153186671,2706.30988888675,739.884681332856
1,New file 1,,,,,,,,,,,,936,202.907760828875,672322.5313914408,5267795.2730532885,2705.53139144077,741.72694671154
1,New file 1,,,,,,,,,,,,938,202.907760828875,672321.7528939948,5267793.4307879088,2704.7528939948,743.569212091155
1,New file 1,,,,,,,,,,,,940,193.06313985969,672321.1036492726,5267791.5465620589,2704.10364927258,745.453437941149
1,New file 1,,,,,,,,,,,,942,193.06313985969,672320.6515999290,5267789.5983189037,2703.65159992897,747.401681096293
1,New file 1,,,,,,,,,,,,944,193.06313985969,672320.1995505852,5267787.6500757486,2703.19955058524,749.349924251437
1,New file 1,,,,,,,,,,,,946,193.06313985969,672319.7475012416,5267785.7018325943,2702.74750124163,751.29816740565
1,New file 1,,,,,,,,,,,,948,193.06313985969,672319.2954518980,5267783.7535894392,2702.29545189801,753.246410560794
1,New file 1,,,,,,,,,,,,950,186.650272240299,672318.8924252234,5267781.7968286248,2701.89242522337,755.203171375208
1,New file 1,,,,,,,,,,,,952,186.650272240299,672318.6608078086,5267779.8102855533,2701.66080780851,757.189714446664
1,New file 1,,,,,,,,,,,,954,186.650272240299,672318.4291903938,5267777.8237424828,2701.42919039377,759.176257517189
1,New file 1,,,,,,,,,,,,956,186.650272240299,672318.1975729790,5267775.8371994114,2701.19757297891,761.162800588645
1,New file 1,,,,,,,,,,,,958,186.650272240299,672317.9659555642,5267773.8506563399,2700.96595556405,763.149343660101
1,New file 1,,,,,,,,,,,,960,186.650272240299,672317.7343381494,5267771.8641132694,2700.73433814931,765.135886730626
1,New file 1,,,,,,,,,,,,962,177.328142712379,672317.7537164582,5267769.8688525707,2700.75371645822,767.131147429347
1,New file 1,,,,,,,,,,,,964,177.328142712379,672317.8469480730,5267767.8710267860,2700.8469480729,769.128973213956
1,New file 1,,,,,,,,,,,,966,177.328142712379,672317.9401796876,5267765.8732010014,2700.94017968758,771.126798998564
1,New file 1,,,,,,,,,,,,968,177.328142712379,672318.0334113023,5267763.8753752168,2701.03341130214,773.124624783173
1,New file 1,,,,,,,,,,,,970,185.371400469179,672318.0199306242,5267761.8800638206,2701.01993062405,775.11993617937
1,New file 1,,,,,,,,,,,,972,185.371400469179,672317.8327079024,5267759.8888461897,2700.8327079023,777.111153810285
1,New file 1,,,,,,,,,,,,974,185.371400469179,672317.6454851804,5267757.8976285597,2700.64548518043,779.102371440269
1,New file 1,,,,,,,,,,,,976,185.371400469179,672317.4582624588,5267755.9064109288,2700.45826245868,781.093589071184
1,New file 1,,,,,,,,,,,,978,185.371400469179,672317.2710397368,5267753.9151932979,2700.27103973681,783.0848067021
1,New file 1,,,,,,,,,,,,980,175.848453112638,672317.3452385890,5267751.9211926693,2700.34523858887,785.07880733069
1,New file 1,,,,,,,,,,,,982,175.848453112638,672317.4900281404,5267749.9264405584,2700.49002814037,787.073559441604
1,New file 1,,,,,,,,,,,,984,175.848453112638,672317.6348176920,5267747.9316884466,2700.63481769187,789.068311553448
1,New file 1,,,,,,,,,,,,986,144.20655473896,672318.0687015756,5267746.0420009354,2701.06870157551,790.957999064587
1,New file 1,,,,,,,,,,,,988,144.20655473896,672319.2384313436,5267744.4197394680,2702.23843134358,792.580260531977
1,New file 1,,,,,,,,,,,,990,101.110440809,672321.0464382909,5267743.7932827780,2704.04643829074,793.206717221998
1,New file 1,,,,,,,,,,,,992,55.7474529038224,672322.9162397978,5267743.8607081221,2705.91623979772,793.139291877858
1,New file 1,,,,,,,,,,,,994,55.7474529038224,672324.5693692552,5267744.9863914689,2707.5693692551,792.013608531095
1,New file 1,,,,,,,,,,,,996,55.7474529038224,672326.2224987126,5267746.1120748157,2709.22249871248,790.887925184332
1,New file 1,,,,,,,,,,,,998,55.7474529038224,672327.8756281700,5267747.2377581624,2710.87562816986,789.762241837569
1,New file 1,,,,,,,,,,,,1000,30.1734648941436,672328.8843361035,5267748.9635433769,2711.88433610334,788.036456623115
1,New file 1,,,,,,,,,,,,1002,30.1734648941436,672329.8895753542,5267750.6925587179,2712.88957535417,786.307441282086
1,New file 1,,,,,,,,,,,,1004,30.1734648941436,672330.8948146052,5267752.4215740580,2713.89481460513,784.578425941989
1,New file 1,,,,,,,,,,,,1006,30.1734648941436,672331.9000538562,5267754.1505893990,2714.90005385608,782.84941060096
1,New file 1,,,,,,,,,,,,1008,30.1734648941436,672332.9052931070,5267755.8796047401,2715.90529310703,781.120395259932
1,New file 1,,,,,,,,,,,,1010,30.1734648941436,672333.9105323580,5267757.6086200802,2716.91053235787,779.391379919834
1,New file 1,,,,,,,,,,,,1012,30.1734648941436,672334.9157716088,5267759.3376354212,2717.91577160882,777.662364578806
1,New file 1,,,,,,,,,,,,1014,30.1734648941436,672335.9210108598,5267761.0666507622,2718.92101085978,775.933349237777
1,New file 1,,,,,,,,,,,,1016,33.3057663646417,672336.9470877100,5267762.7827766268,2719.94708771002,774.217223373242
1,New file 1,,,,,,,,,,,,1018,33.3057663646417,672338.0453015752,5267764.4542808319,2721.04530157521,772.545719168149
1,New file 1,,,,,,,,,,,,1020,33.3057663646417,672339.1435154404,5267766.1257850369,2722.1435154404,770.874214963056
1,New file 1,,,,,,,,,,,,1022,33.3057663646417,672340.2417293056,5267767.7972892411,2723.24172930559,769.202710758895
1,New file 1,,,,,,,,,,,,1024,33.3057663646417,672341.3399431708,5267769.4687934462,2724.33994317066,767.531206553802
1,New file 1,,,,,,,,,,,,1026,33.3057663646417,672342.4381570360,5267771.1402976504,2725.43815703585,765.85970234964
1,New file 1,,,,,,,,,,,,1028,33.3057663646417,672343.5363709010,5267772.8118018555,2726.53637090104,764.188198144548
1,New file 1,,,,,,,,,,,,1030,33.3057663646417,672344.6345847662,5267774.4833060605,2727.63458476623,762.516693939455
1,New file 1,,,,,,,,,,,,1032,40.4835464176505,672345.7762323312,5267776.1222056542,2728.77623233118,760.877794345841
1,New file 1,,,,,,,,,,,,1034,40.4835464176505,672347.0746916441,5267777.6433905261,2730.07469164394,759.356609473936
1,New file 1,,,,,,,,,,,,1036,40.4835464176505,672348.3731509568,5267779.1645753970,2731.3731509567,757.835424602963
1,New file 1,,,,,,,,,,,,1038,40.4835464176505,672349.6716102696,5267780.6857602689,2732.67161026946,756.314239731058
1,New file 1,,,,,,,,,,,,1040,40.4835464176505,672350.9700695822,5267782.2069451399,2733.97006958222,754.793054860085
1,New file 1,,,,,,,,,,,,1042,40.4835464176505,672352.2685288952,5267783.7281300118,2735.2685288951,753.271869988181
1,New file 1,,,,,,,,,,,,1044,48.0337769437128,672353.6926808426,5267785.1268335003,2736.69268084259,751.873166499659
1,New file 1,,,,,,,,,,,,1046,48.0337769437128,672355.1797591656,5267786.4642182849,2738.1797591655,750.535781715065
1,New file 1,,,,,,,,,,,,1048,48.0337769437128,672356.6668374884,5267787.8016030686,2739.66683748842,749.198396931402
1,New file 1,,,,,,,,,,,,1050,48.0337769437128,672358.1539158114,5267789.1389878532,2741.15391581133,747.861012146808
1,New file 1,,,,,,,,,,,,1052,48.0337769437128,672359.6409941342,5267790.4763726378,2742.64099413413,746.523627362214
1,New file 1,,,,,,,,,,,,1054,48.0337769437128,672361.1280724570,5267791.8137574224,2744.12807245704,745.18624257762
1,New file 1,,,,,,,,,,,,1056,48.0337769437128,672362.6151507800,5267793.1511422070,2745.61515077995,743.848857793026
1,New file 1,,,,,,,,,,,,1058,48.0337769437128,672364.1022291030,5267794.4885269906,2747.10222910286,742.511473009363
1,New file 1,,,,,,,,,,,,1060,48.0337769437128,672365.5893074258,5267795.8259117752,2748.58930742578,741.174088224769
1,New file 1,,,,,,,,,,,,1062,48.0096517797663,672367.0760265916,5267797.1636957489,2750.07602659147,739.836304251105
1,New file 1,,,,,,,,,,,,1064,48.0096517797663,672368.5625416586,5267798.5017065685,2751.56254165852,738.498293431476
1,New file 1,,,,,,,,,,,,1066,48.0096517797663,672370.0490567258,5267799.8397173891,2753.04905672569,737.160282610916
1,New file 1,,,,,,,,,,,,1068,48.0096517797663,672371.5355717927,5267801.1777282096,2754.53557179275,735.822271790355
1,New file 1,,,,,,,,,,,,1070,48.0096517797663,672373.0220868600,5267802.5157390293,2756.02208685991,734.484260970727
1,New file 1,,,,,,,,,,,,1072,38.3040086457231,672374.3474583460,5267804.0048454236,2757.34745834605,732.995154576376
1,New file 1,,,,,,,,,,,,1074,38.3040086457231,672375.5871262189,5267805.5743114371,2758.58712621895,731.425688562915
1,New file 1,,,,,,,,,,,,1076,38.3040086457231,672376.8267940918,5267807.1437774496,2759.82679409173,729.856222550385
1,New file 1,,,,,,,,,,,,1078,38.3040086457231,672378.0664619646,5267808.7132434621,2761.06646196463,728.286756537855
1,New file 1,,,,,,,,,,,,1080,38.3040086457231,672379.3061298376,5267810.2827094747,2762.30612983753,726.717290525325
1,New file 1,,,,,,,,,,,,1082,38.3040086457231,672380.5457977104,5267811.8521754872,2763.54579771031,725.147824512795
1,New file 1,,,,,,,,,,,,1084,38.3040086457231,672381.7854655832,5267813.4216415007,2764.78546558321,723.578358499333
1,New file 1,,,,,,,,,,,,1086,38.3040086457231,672383.0251334560,5267814.9911075132,2766.02513345599,722.008892486803
1,New file 1,,,,,,,,,,,,1088,32.1978413185196,672384.1858967346,5267816.6163396901,2767.18589673447,720.383660309948
1,New file 1,,,,,,,,,,,,1090,32.1978413185196,672385.2515855232,5267818.3087661741,2768.25158552325,718.69123382587
1,New file 1,,,,,,,,,,,,1092,32.1978413185196,672386.3172743123,5267820.0011926591,2769.31727431214,716.99880734086
1,New file 1,,,,,,,,,,,,1094,32.1978413185196,672387.3829631010,5267821.6936191432,2770.38296310103,715.306380856782
1,New file 1,,,,,,,,,,,,1096,32.1978413185196,672388.4486518900,5267823.3860456273,2771.44865188992,713.613954372704
1,New file 1,,,,,,,,,,,,1098,32.1978413185196,672389.5143406788,5267825.0784721123,2772.51434067881,711.921527887695
1,New file 1,,,,,,,,,,,,1100,32.1978413185196,672390.5800294676,5267826.7708985964,2773.58002946759,710.229101403616
1,New file 1,,,,,,,,,,,,1102,32.1978413185196,672391.6457182566,5267828.4633250814,2774.64571825648,708.536674918607
1,New file 1,,,,,,,,,,,,1104,39.0097290437163,672392.7403826206,5267830.1350041954,2775.7403826206,706.864995804615
1,New file 1,,,,,,,,,,,,1106,39.0097290437163,672393.9992873092,5267831.6890823739,2776.99928730924,705.310917626135
1,New file 1,,,,,,,,,,,,1108,39.0097290437163,672395.2581919980,5267833.2431605523,2778.258191998,703.756839447655
1,New file 1,,,,,,,,,,,,1110,39.0097290437163,672396.5170966866,5267834.7972387308,2779.51709668664,702.202761269175
1,New file 1,,,,,,,,,,,,1112,39.0097290437163,672397.7760013754,5267836.3513169093,2780.7760013754,700.648683090694
1,New file 1,,,,,,,,,,,,1114,39.0097290437163,672399.0349060640,5267837.9053950878,2782.03490606404,699.094604912214
1,New file 1,,,,,,,,,,,,1116,39.0097290437163,672400.2938107528,5267839.4594732663,2783.2938107528,697.540526733734
1,New file 1,,,,,,,,,,,,1118,39.0097290437163,672401.5527154414,5267841.0135514447,2784.55271544144,695.986448555253
1,New file 1,,,,,,,,,,,,1120,72.6768261650573,672402.8188166098,5267842.5570231006,2785.8188166098,694.442976899445
1,New file 1,,,,,,,,,,,,1122,72.6768261650573,672404.7280975004,5267843.1525451252,2787.72809750028,693.847454874776
1,New file 1,,,,,,,,,,,,1124,72.6768261650573,672406.6373783910,5267843.7480671490,2789.63737839088,693.251932851039
1,New file 1,,,,,,,,,,,,1126,72.6768261650573,672408.5466592814,5267844.3435891727,2791.54665928136,692.656410827301
1,New file 1,,,,,,,,,,,,1128,88.3092943333733,672410.4826980304,5267844.7793314271,2793.48269803042,692.220668572932
1,New file 1,,,,,,,,,,,,1130,88.3092943333733,672412.4818273492,5267844.8383396240,2795.48182734917,692.161660376005
1,New file 1,,,,,,,,,,,,1132,88.3092943333733,672414.4809566678,5267844.8973478209,2797.4809566678,692.102652179077
1,New file 1,,,,,,,,,,,,1134,105.485648772365,672416.4109290772,5267844.3846625835,2799.41092907719,692.61533741653
1,New file 1,,,,,,,,,,,,1136,146.080447300546,672418.1193083458,5267843.5468067164,2801.11930834583,693.45319328364
1,New file 1,,,,,,,,,,,,1138,146.080447300546,672419.2353649972,5267841.8871629136,2802.23536499718,695.112837086432
1,New file 1,,,,,,,,,,,,1140,131.346223888708,672420.4918059530,5267840.3507918548,2803.49180595286,696.649208145216
1,New file 1,,,,,,,,,,,,1142,131.346223888708,672421.9932688064,5267839.0295767710,2804.99326880637,697.970423229039
1,New file 1,,,,,,,,,,,,1144,131.346223888708,672423.4947316600,5267837.7083616862,2806.49473165988,699.291638313793
1,New file 1,,,,,,,,,,,,1146,131.346223888708,672424.9961945134,5267836.3871466015,2807.9961945134,700.612853398547
1,New file 1,,,,,,,,,,,,1148,131.346223888708,672426.4976573670,5267835.0659315176,2809.49765736691,701.934068482369
1,New file 1,,,,,,,,,,,,1150,131.346223888708,672427.9991202205,5267833.7447164329,2810.99912022054,703.255283567123
1,New file 1,,,,,,,,,,,,1152,131.346223888708,672429.5005830742,5267832.4235013481,2812.50058307406,704.576498651877
1,New file 1,,,,,,,,,,,,1154,131.346223888708,672431.0020459276,5267831.1022862634,2814.00204592757,705.897713736631
1,New file 1,,,,,,,,,,,,1156,138.967928051415,672432.4315136238,5267829.7094696919,2815.4315136238,707.29053030815
1,New file 1,,,,,,,,,,,,1158,138.967928051415,672433.7444763904,5267828.2007852411,2816.7444763903,708.79921475891
1,New file 1,,,,,,,,,,,,1160,138.967928051415,672435.0574391568,5267826.6921007894,2818.05743915681,710.307899210602
1,New file 1,,,,,,,,,,,,1162,181.078137009599,672435.4917021432,5267824.8639957402,2818.4917021431,712.13600425981
1,New file 1,,,,,,,,,,,,1164,279.44856052633,672433.7676105766,5267824.8930584146,2816.76761057659,712.106941585429
1,New file 1,,,,,,,,,,,,1166,292.289707422807,672431.8124876182,5267825.2838002564,2814.81248761818,711.716199743561
1,New file 1,,,,,,,,,,,,1168,292.289707422807,672429.9619318808,5267826.0423801551,2812.9619318808,710.957619844936
1,New file 1,,,,,,,,,,,,1170,292.289707422807,672428.1113761434,5267826.8009600537,2811.11137614329,710.19903994631
1,New file 1,,,,,,,,,,,,1172,292.289707422807,672426.2608204060,5267827.5595399523,2809.26082040591,709.440460047685
1,New file 1,,,,,,,,,,,,1174,292.289707422807,672424.4102646686,5267828.3181198509,2807.41026466852,708.681880149059
1,New file 1,,,,,,,,,,,,1176,292.289707422807,672422.5597089310,5267829.0766997496,2805.55970893102,707.923300250433
1,New file 1,,,,,,,,,,,,1178,292.289707422807,672420.7091531936,5267829.8352796482,2803.70915319363,707.164720351808
1,New file 1,,,,,,,,,,,,1180,278.768367161646,672418.8199767488,5267830.4548713416,2801.81997674878,706.545128658414
1,New file 1,,,,,,,,,,,,1182,278.768367161646,672416.8433513610,5267830.7597517716,2799.84335136099,706.240248228423
1,New file 1,,,,,,,,,,,,1184,233.260231585793,672415.0421027821,5267830.3604856385,2798.04210278194,706.639514361508
1,New file 1,,,,,,,,,,,,1186,233.260231585793,672413.4393814908,5267829.1641226243,2796.43938149069,707.835877375677
1,New file 1,,,,,,,,,,,,1188,199.252640679162,672412.4308011768,5267827.5320147900,2795.43080117682,709.467985210009
1,New file 1,,,,,,,,,,,,1190,199.252640679162,672411.7713328636,5267825.6438671406,2794.7713328636,711.356132859364
1,New file 1,,,,,,,,,,,,1192,199.252640679162,672411.1118645504,5267823.7557194922,2794.11186455039,713.244280507788
1,New file 1,,,,,,,,,,,,1194,199.252640679162,672410.4523962372,5267821.8675718438,2793.45239623717,715.132428156212
1,New file 1,,,,,,,,,,,,1196,199.252640679162,672409.7929279240,5267819.9794241944,2792.79292792396,717.020575805567
1,New file 1,,,,,,,,,,,,1198,199.252640679162,672409.1334596107,5267818.0912765460,2792.13345961075,718.908723453991
1,New file 1,,,,,,,,,,,,1200,199.252640679162,672408.4739912977,5267816.2031288967,2791.47399129753,720.796871103346
1,New file 1,,,,,,,,,,,,1202,192.173312829281,672408.0011319218,5267814.2624822343,2791.00113192177,722.737517765723
1,New file 1,,,,,,,,,,,,1204,192.173312829281,672407.5793928942,5267812.3074537963,2790.57939289417,724.692546203732
1,New file 1,,,,,,,,,,,,1206,192.173312829281,672407.1576538668,5267810.3524253592,2790.15765386668,726.64757464081
1,New file 1,,,,,,,,,,,,1208,192.173312829281,672406.7359148392,5267808.3973969212,2789.7359148392,728.60260307882
1,New file 1,,,,,,,,,,,,1210,192.173312829281,672406.3141758118,5267806.4423684832,2789.31417581171,730.557631516829
1,New file 1,,,,,,,,,,,,1212,192.173312829281,672405.8924367842,5267804.4873400452,2788.89243678423,732.512659954838
1,New file 1,,,,,,,,,,,,1214,187.040542510288,672405.5869836726,5267802.5126288543,2788.58698367246,734.487371145748
1,New file 1,,,,,,,,,,,,1216,187.040542510288,672405.3418403950,5267800.5277095176,2788.34184039489,736.472290482372
1,New file 1,,,,,,,,,,,,1218,187.040542510288,672405.0966971174,5267798.5427901810,2788.09669711732,738.457209818996
1,New file 1,,,,,,,,,,,,1220,187.040542510288,672404.8515538397,5267796.5578708444,2787.85155383975,740.442129155621
1,New file 1,,,,,,,,,,,,1222,187.040542510288,672404.6064105622,5267794.5729515078,2787.60641056218,742.427048492245
1,New file 1,,,,,,,,,,,,1224,178.655800602642,672404.4206015642,5267792.5850802334,2787.42060156423,744.414919766597
1,New file 1,,,,,,,,,,,,1226,178.655800602642,672404.4675186706,5267790.5856306124,2787.4675186706,746.414369387552
1,New file 1,,,,,,,,,,,,1228,178.655800602642,672404.5144357772,5267788.5861809924,2787.51443577709,748.413819007576
1,New file 1,,,,,,,,,,,,1230,178.655800602642,672404.5613528836,5267786.5867313715,2787.56135288347,750.41326862853
1,New file 1,,,,,,,,,,,,1232,178.655800602642,672404.6082699898,5267784.5872817514,2787.60826998984,752.412718248554
1,New file 1,,,,,,,,,,,,1234,178.655800602642,672404.6551870962,5267782.5878321305,2787.65518709621,754.412167869508
1,New file 1,,,,,,,,,,,,1236,178.655800602642,672404.7021042026,5267780.5883825105,2787.70210420259,756.411617489532
1,New file 1,,,,,,,,,,,,1238,185.843307299554,672404.5042242404,5267778.5985490838,2787.50422424031,758.401450916193
1,New file 1,,,,,,,,,,,,1240,185.843307299554,672404.3006077328,5267776.6089410027,2787.30060773285,760.391058997251
1,New file 1,,,,,,,,,,,,1242,185.843307299554,672404.0969912254,5267774.6193329208,2787.09699122526,762.38066707924
1,New file 1,,,,,,,,,,,,1244,185.843307299554,672403.8933747178,5267772.6297248397,2786.89337471779,764.370275160298
1,New file 1,,,,,,,,,,,,1246,185.843307299554,672403.6897582102,5267770.6401167577,2786.68975821021,766.359883242287
1,New file 1,,,,,,,,,,,,1248,185.843307299554,672403.4861417026,5267768.6505086767,2786.48614170263,768.349491323344
1,New file 1,,,,,,,,,,,,1250,185.843307299554,672403.2825251952,5267766.6609005947,2786.28252519516,770.339099405333
1,New file 1,,,,,,,,,,,,1252,180.867295124389,672403.2175457894,5267764.6631644852,2786.21754578932,772.336835514754
1,New file 1,,,,,,,,,,,,1254,180.867295124389,672403.1872726344,5267762.6633936148,2786.18727263436,774.336606385186
1,New file 1,,,,,,,,,,,,1256,180.867295124389,672403.1569994796,5267760.6636227435,2786.15699947951,776.33637725655
1,New file 1,,,,,,,,,,,,1258,180.867295124389,672403.1267263248,5267758.6638518730,2786.12672632467,778.336148126982
1,New file 1,,,,,,,,,,,,1260,180.867295124389,672403.0964531698,5267756.6640810017,2786.09645316971,780.335918998346
1,New file 1,,,,,,,,,,,,1262,180.867295124389,672403.0661800150,5267754.6643101312,2786.06618001487,782.335689868778
1,New file 1,,,,,,,,,,,,1264,180.867295124389,672403.0359068600,5267752.6645392599,2786.03590686002,784.335460740142
1,New file 1,,,,,,,,,,,,1266,180.867295124389,672403.0056337052,5267750.6647683894,2786.00563370506,786.335231610574
1,New file 1,,,,,,,,,,,,1268,180.867295124389,672402.9753605502,5267748.6649975181,2785.97536055022,788.335002481937
1,New file 1,,,,,,,,,,,,1270,180.867295124389,672402.9450873954,5267746.6652266476,2785.94508739538,790.33477335237
1,New file 1,,,,,,,,,,,,1272,180.867295124389,672402.9148142404,5267744.6654557763,2785.91481424042,792.334544223733
1,New file 1,,,,,,,,,,,,1274,180.867295124389,672402.8845410856,5267742.6656849058,2785.88454108557,794.334315094166
1,New file 1,,,,,,,,,,,,1276,180.867295124389,672402.8542679308,5267740.6659140345,2785.85426793073,796.334085965529
1,New file 1,,,,,,,,,,,,1278,180.867295124389,672402.8239947758,5267738.6661431640,2785.82399477577,798.333856835961
1,New file 1,,,,,,,,,,,,1280,180.867295124389,672402.7937216210,5267736.6663722927,2785.79372162092,800.333627707325
1,New file 1,,,,,,,,,,,,1282,180.867295124389,672402.7634484660,5267734.6666014222,2785.76344846596,802.333398577757
1,New file 1,,,,,,,,,,,,1284,157.155919848395,672403.3577839476,5267732.7881108560,2786.35778394749,804.211889144033
1,New file 1,,,,,,,,,,,,1286,157.155919848395,672404.1342333502,5267730.9449813636,2787.13423335017,806.055018636398
1,New file 1,,,,,,,,,,,,1288,157.155919848395,672404.9106827530,5267729.1018518712,2787.91068275296,807.898148128763
1,New file 1,,,,,,,,,,,,1290,123.425440607068,672405.7042116326,5267727.2729067281,2788.7042116326,809.727093271911
1,New file 1,,,,,,,,,,,,1292,58.4404633572973,672407.3752643748,5267726.2845650874,2790.37526437466,810.715434912592
1,New file 1,,,,,,,,,,,,1294,32.413179981116,672408.9078772792,5267727.5054898579,2791.90787727921,809.494510142133
1,New file 1,,,,,,,,,,,,1296,32.413179981116,672409.9799192892,5267729.1938991472,2792.97991928912,807.806100852787
1,New file 1,,,,,,,,,,,,1298,3.51773100535553,672410.6801451066,5267731.0028710496,2793.68014510651,805.997128950432
1,New file 1,,,,,,,,,,,,1300,3.51773100535553,672410.8028599542,5267732.9991027666,2793.80285995407,804.000897233374
1,New file 1,,,,,,,,,,,,1302,3.51773100535553,672410.9255748017,5267734.9953344828,2793.92557480175,802.004665517248
1,New file 1,,,,,,,,,,,,1304,3.51773100535553,672411.0482896494,5267736.9915661998,2794.0482896493,800.008433800191
1,New file 1,,,,,,,,,,,,1306,3.51773100535553,672411.1710044970,5267738.9877979159,2794.17100449698,798.012202084064
1,New file 1,,,,,,,,,,,,1308,3.51773100535553,672411.2937193448,5267740.9840296321,2794.29371934466,796.015970367938
1,New file 1,,,,,,,,,,,,1310,16.0644226553873,672411.6690363848,5267742.9366698870,2794.66903638467,794.063330112956
